freq (Hz),Vline (V),Vout (V),"dB20((VF(""/Vout"") / VF(""/Vline""))) (dB)"
1.84E+07,1.00E-02,8.32E-07,-81.59
1.84E+07,1.00E-02,8.30E-07,-81.61
1.85E+07,1.00E-02,8.29E-07,-81.63
1.85E+07,1.00E-02,8.27E-07,-81.65
1.85E+07,1.00E-02,8.25E-07,-81.67
1.86E+07,1.00E-02,8.23E-07,-81.69
1.86E+07,1.00E-02,8.21E-07,-81.71
1.87E+07,1.00E-02,8.19E-07,-81.73
1.87E+07,1.00E-02,8.17E-07,-81.75
1.88E+07,1.00E-02,8.15E-07,-81.77
1.88E+07,1.00E-02,8.13E-07,-81.79
1.88E+07,1.00E-02,8.12E-07,-81.81
1.89E+07,1.00E-02,8.10E-07,-81.83
1.89E+07,1.00E-02,8.08E-07,-81.85
1.90E+07,1.00E-02,8.06E-07,-81.87
1.90E+07,1.00E-02,8.04E-07,-81.89
1.91E+07,1.00E-02,8.02E-07,-81.91
1.91E+07,1.00E-02,8.00E-07,-81.93
1.91E+07,1.00E-02,7.99E-07,-81.95
1.92E+07,1.00E-02,7.97E-07,-81.97
1.92E+07,1.00E-02,7.95E-07,-81.99
1.93E+07,1.00E-02,7.93E-07,-82.01
1.93E+07,1.00E-02,7.91E-07,-82.03
1.94E+07,1.00E-02,7.89E-07,-82.05
1.94E+07,1.00E-02,7.88E-07,-82.07
1.95E+07,1.00E-02,7.86E-07,-82.09
1.95E+07,1.00E-02,7.84E-07,-82.11
1.95E+07,1.00E-02,7.82E-07,-82.13
1.96E+07,1.00E-02,7.80E-07,-82.15
1.96E+07,1.00E-02,7.79E-07,-82.17
1.97E+07,1.00E-02,7.77E-07,-82.19
1.97E+07,1.00E-02,7.75E-07,-82.21
1.98E+07,1.00E-02,7.73E-07,-82.23
1.98E+07,1.00E-02,7.71E-07,-82.25
1.99E+07,1.00E-02,7.70E-07,-82.27
1.99E+07,1.00E-02,7.68E-07,-82.29
2.00E+07,1.00E-02,7.66E-07,-82.31
2.00E+07,1.00E-02,7.64E-07,-82.33
2.00E+07,1.00E-02,7.63E-07,-82.35
2.01E+07,1.00E-02,7.61E-07,-82.37
2.01E+07,1.00E-02,7.59E-07,-82.39
2.02E+07,1.00E-02,7.57E-07,-82.41
2.02E+07,1.00E-02,7.56E-07,-82.43
2.03E+07,1.00E-02,7.54E-07,-82.45
2.03E+07,1.00E-02,7.52E-07,-82.47
2.04E+07,1.00E-02,7.50E-07,-82.49
2.04E+07,1.00E-02,7.49E-07,-82.51
2.05E+07,1.00E-02,7.47E-07,-82.53
2.05E+07,1.00E-02,7.45E-07,-82.55
2.06E+07,1.00E-02,7.44E-07,-82.57
2.06E+07,1.00E-02,7.42E-07,-82.59
2.07E+07,1.00E-02,7.40E-07,-82.61
2.07E+07,1.00E-02,7.38E-07,-82.63
2.08E+07,1.00E-02,7.37E-07,-82.65
2.08E+07,1.00E-02,7.35E-07,-82.67
2.08E+07,1.00E-02,7.33E-07,-82.69
2.09E+07,1.00E-02,7.32E-07,-82.71
2.09E+07,1.00E-02,7.30E-07,-82.73
2.10E+07,1.00E-02,7.28E-07,-82.75
2.10E+07,1.00E-02,7.27E-07,-82.77
2.11E+07,1.00E-02,7.25E-07,-82.79
2.11E+07,1.00E-02,7.23E-07,-82.81
2.12E+07,1.00E-02,7.22E-07,-82.83
2.12E+07,1.00E-02,7.20E-07,-82.85
2.13E+07,1.00E-02,7.18E-07,-82.87
2.13E+07,1.00E-02,7.17E-07,-82.89
2.14E+07,1.00E-02,7.15E-07,-82.91
2.14E+07,1.00E-02,7.13E-07,-82.93
2.15E+07,1.00E-02,7.12E-07,-82.95
2.15E+07,1.00E-02,7.10E-07,-82.97
2.16E+07,1.00E-02,7.08E-07,-82.99
2.16E+07,1.00E-02,7.07E-07,-83.01
2.17E+07,1.00E-02,7.05E-07,-83.03
2.17E+07,1.00E-02,7.04E-07,-83.05
2.18E+07,1.00E-02,7.02E-07,-83.07
2.18E+07,1.00E-02,7.00E-07,-83.09
2.19E+07,1.00E-02,6.99E-07,-83.11
2.19E+07,1.00E-02,6.97E-07,-83.13
2.20E+07,1.00E-02,6.96E-07,-83.15
2.20E+07,1.00E-02,6.94E-07,-83.17
2.21E+07,1.00E-02,6.92E-07,-83.19
2.21E+07,1.00E-02,6.91E-07,-83.21
2.22E+07,1.00E-02,6.89E-07,-83.23
2.22E+07,1.00E-02,6.88E-07,-83.25
2.23E+07,1.00E-02,6.86E-07,-83.27
2.23E+07,1.00E-02,6.84E-07,-83.29
2.24E+07,1.00E-02,6.83E-07,-83.31
2.24E+07,1.00E-02,6.81E-07,-83.33
2.25E+07,1.00E-02,6.80E-07,-83.35
2.25E+07,1.00E-02,6.78E-07,-83.37
2.26E+07,1.00E-02,6.77E-07,-83.39
2.27E+07,1.00E-02,6.75E-07,-83.41
2.27E+07,1.00E-02,6.73E-07,-83.43
2.28E+07,1.00E-02,6.72E-07,-83.45
2.28E+07,1.00E-02,6.70E-07,-83.47
2.29E+07,1.00E-02,6.69E-07,-83.49
2.29E+07,1.00E-02,6.67E-07,-83.51
2.30E+07,1.00E-02,6.66E-07,-83.53
2.30E+07,1.00E-02,6.64E-07,-83.55
2.31E+07,1.00E-02,6.63E-07,-83.57
2.31E+07,1.00E-02,6.61E-07,-83.59
2.32E+07,1.00E-02,6.60E-07,-83.61
2.32E+07,1.00E-02,6.58E-07,-83.63
2.33E+07,1.00E-02,6.57E-07,-83.65
2.33E+07,1.00E-02,6.55E-07,-83.67
2.34E+07,1.00E-02,6.54E-07,-83.69
2.34E+07,1.00E-02,6.52E-07,-83.71
2.35E+07,1.00E-02,6.51E-07,-83.73
2.36E+07,1.00E-02,6.49E-07,-83.75
2.36E+07,1.00E-02,6.48E-07,-83.77
2.37E+07,1.00E-02,6.46E-07,-83.79
2.37E+07,1.00E-02,6.45E-07,-83.81
2.38E+07,1.00E-02,6.43E-07,-83.83
2.38E+07,1.00E-02,6.42E-07,-83.85
2.39E+07,1.00E-02,6.40E-07,-83.87
2.39E+07,1.00E-02,6.39E-07,-83.89
2.40E+07,1.00E-02,6.37E-07,-83.91
2.40E+07,1.00E-02,6.36E-07,-83.93
2.41E+07,1.00E-02,6.34E-07,-83.95
2.42E+07,1.00E-02,6.33E-07,-83.97
2.42E+07,1.00E-02,6.31E-07,-83.99
2.43E+07,1.00E-02,6.30E-07,-84.01
2.43E+07,1.00E-02,6.29E-07,-84.03
2.44E+07,1.00E-02,6.27E-07,-84.05
2.44E+07,1.00E-02,6.26E-07,-84.07
2.45E+07,1.00E-02,6.24E-07,-84.09
2.46E+07,1.00E-02,6.23E-07,-84.11
2.46E+07,1.00E-02,6.21E-07,-84.13
2.47E+07,1.00E-02,6.20E-07,-84.15
2.47E+07,1.00E-02,6.19E-07,-84.17
2.48E+07,1.00E-02,6.17E-07,-84.19
2.48E+07,1.00E-02,6.16E-07,-84.21
2.49E+07,1.00E-02,6.14E-07,-84.23
2.50E+07,1.00E-02,6.13E-07,-84.25
2.50E+07,1.00E-02,6.11E-07,-84.27
2.51E+07,1.00E-02,6.10E-07,-84.29
2.51E+07,1.00E-02,6.09E-07,-84.31
2.52E+07,1.00E-02,6.07E-07,-84.33
2.52E+07,1.00E-02,6.06E-07,-84.35
2.53E+07,1.00E-02,6.04E-07,-84.37
2.54E+07,1.00E-02,6.03E-07,-84.39
2.54E+07,1.00E-02,6.02E-07,-84.41
2.55E+07,1.00E-02,6.00E-07,-84.43
2.55E+07,1.00E-02,5.99E-07,-84.45
2.56E+07,1.00E-02,5.98E-07,-84.47
2.56E+07,1.00E-02,5.96E-07,-84.49
2.57E+07,1.00E-02,5.95E-07,-84.51
2.58E+07,1.00E-02,5.93E-07,-84.53
2.58E+07,1.00E-02,5.92E-07,-84.55
2.59E+07,1.00E-02,5.91E-07,-84.57
2.59E+07,1.00E-02,5.89E-07,-84.59
2.60E+07,1.00E-02,5.88E-07,-84.61
2.61E+07,1.00E-02,5.87E-07,-84.63
2.61E+07,1.00E-02,5.85E-07,-84.65
2.62E+07,1.00E-02,5.84E-07,-84.67
2.62E+07,1.00E-02,5.83E-07,-84.69
2.63E+07,1.00E-02,5.81E-07,-84.71
2.64E+07,1.00E-02,5.80E-07,-84.73
2.64E+07,1.00E-02,5.79E-07,-84.75
2.65E+07,1.00E-02,5.77E-07,-84.77
2.66E+07,1.00E-02,5.76E-07,-84.79
2.66E+07,1.00E-02,5.75E-07,-84.81
2.67E+07,1.00E-02,5.73E-07,-84.83
2.67E+07,1.00E-02,5.72E-07,-84.85
2.68E+07,1.00E-02,5.71E-07,-84.87
2.69E+07,1.00E-02,5.69E-07,-84.89
2.69E+07,1.00E-02,5.68E-07,-84.91
2.70E+07,1.00E-02,5.67E-07,-84.93
2.70E+07,1.00E-02,5.65E-07,-84.95
2.71E+07,1.00E-02,5.64E-07,-84.97
2.72E+07,1.00E-02,5.63E-07,-84.99
2.72E+07,1.00E-02,5.62E-07,-85.01
2.73E+07,1.00E-02,5.60E-07,-85.03
2.74E+07,1.00E-02,5.59E-07,-85.05
2.74E+07,1.00E-02,5.58E-07,-85.07
2.75E+07,1.00E-02,5.56E-07,-85.09
2.75E+07,1.00E-02,5.55E-07,-85.11
2.76E+07,1.00E-02,5.54E-07,-85.13
2.77E+07,1.00E-02,5.53E-07,-85.15
2.77E+07,1.00E-02,5.51E-07,-85.17
2.78E+07,1.00E-02,5.50E-07,-85.19
2.79E+07,1.00E-02,5.49E-07,-85.21
2.79E+07,1.00E-02,5.47E-07,-85.23
2.80E+07,1.00E-02,5.46E-07,-85.25
2.81E+07,1.00E-02,5.45E-07,-85.27
2.81E+07,1.00E-02,5.44E-07,-85.29
2.82E+07,1.00E-02,5.42E-07,-85.31
2.83E+07,1.00E-02,5.41E-07,-85.33
2.83E+07,1.00E-02,5.40E-07,-85.35
2.84E+07,1.00E-02,5.39E-07,-85.37
2.84E+07,1.00E-02,5.38E-07,-85.39
2.85E+07,1.00E-02,5.36E-07,-85.41
2.86E+07,1.00E-02,5.35E-07,-85.43
2.86E+07,1.00E-02,5.34E-07,-85.45
2.87E+07,1.00E-02,5.33E-07,-85.47
2.88E+07,1.00E-02,5.31E-07,-85.49
2.88E+07,1.00E-02,5.30E-07,-85.51
2.89E+07,1.00E-02,5.29E-07,-85.53
2.90E+07,1.00E-02,5.28E-07,-85.55
2.90E+07,1.00E-02,5.26E-07,-85.57
2.91E+07,1.00E-02,5.25E-07,-85.59
2.92E+07,1.00E-02,5.24E-07,-85.61
2.92E+07,1.00E-02,5.23E-07,-85.63
2.93E+07,1.00E-02,5.22E-07,-85.65
2.94E+07,1.00E-02,5.20E-07,-85.67
2.94E+07,1.00E-02,5.19E-07,-85.69
2.95E+07,1.00E-02,5.18E-07,-85.71
2.96E+07,1.00E-02,5.17E-07,-85.73
2.97E+07,1.00E-02,5.16E-07,-85.75
2.97E+07,1.00E-02,5.15E-07,-85.77
2.98E+07,1.00E-02,5.13E-07,-85.79
2.99E+07,1.00E-02,5.12E-07,-85.81
2.99E+07,1.00E-02,5.11E-07,-85.83
3.00E+07,1.00E-02,5.10E-07,-85.85
3.01E+07,1.00E-02,5.09E-07,-85.87
3.01E+07,1.00E-02,5.07E-07,-85.89
3.02E+07,1.00E-02,5.06E-07,-85.91
3.03E+07,1.00E-02,5.05E-07,-85.93
3.03E+07,1.00E-02,5.04E-07,-85.95
3.04E+07,1.00E-02,5.03E-07,-85.97
3.05E+07,1.00E-02,5.02E-07,-85.99
3.06E+07,1.00E-02,5.01E-07,-86.01
3.06E+07,1.00E-02,4.99E-07,-86.03
3.07E+07,1.00E-02,4.98E-07,-86.05
3.08E+07,1.00E-02,4.97E-07,-86.07
3.08E+07,1.00E-02,4.96E-07,-86.09
3.09E+07,1.00E-02,4.95E-07,-86.11
3.10E+07,1.00E-02,4.94E-07,-86.13
3.11E+07,1.00E-02,4.93E-07,-86.15
3.11E+07,1.00E-02,4.91E-07,-86.17
3.12E+07,1.00E-02,4.90E-07,-86.19
3.13E+07,1.00E-02,4.89E-07,-86.21
3.13E+07,1.00E-02,4.88E-07,-86.23
3.14E+07,1.00E-02,4.87E-07,-86.25
3.15E+07,1.00E-02,4.86E-07,-86.27
3.16E+07,1.00E-02,4.85E-07,-86.29
3.16E+07,1.00E-02,4.84E-07,-86.31
3.17E+07,1.00E-02,4.82E-07,-86.33
3.18E+07,1.00E-02,4.81E-07,-86.35
3.18E+07,1.00E-02,4.80E-07,-86.37
3.19E+07,1.00E-02,4.79E-07,-86.39
3.20E+07,1.00E-02,4.78E-07,-86.41
3.21E+07,1.00E-02,4.77E-07,-86.43
3.21E+07,1.00E-02,4.76E-07,-86.45
3.22E+07,1.00E-02,4.75E-07,-86.47
3.23E+07,1.00E-02,4.74E-07,-86.49
3.24E+07,1.00E-02,4.73E-07,-86.51
3.24E+07,1.00E-02,4.71E-07,-86.53
3.25E+07,1.00E-02,4.70E-07,-86.55
3.26E+07,1.00E-02,4.69E-07,-86.57
3.27E+07,1.00E-02,4.68E-07,-86.59
3.27E+07,1.00E-02,4.67E-07,-86.61
3.28E+07,1.00E-02,4.66E-07,-86.63
3.29E+07,1.00E-02,4.65E-07,-86.65
3.30E+07,1.00E-02,4.64E-07,-86.67
3.30E+07,1.00E-02,4.63E-07,-86.69
3.31E+07,1.00E-02,4.62E-07,-86.71
3.32E+07,1.00E-02,4.61E-07,-86.73
3.33E+07,1.00E-02,4.60E-07,-86.75
3.33E+07,1.00E-02,4.59E-07,-86.77
3.34E+07,1.00E-02,4.58E-07,-86.79
3.35E+07,1.00E-02,4.57E-07,-86.81
3.36E+07,1.00E-02,4.55E-07,-86.83
3.37E+07,1.00E-02,4.54E-07,-86.85
3.37E+07,1.00E-02,4.53E-07,-86.87
3.38E+07,1.00E-02,4.52E-07,-86.89
3.39E+07,1.00E-02,4.51E-07,-86.91
3.40E+07,1.00E-02,4.50E-07,-86.93
3.40E+07,1.00E-02,4.49E-07,-86.95
3.41E+07,1.00E-02,4.48E-07,-86.97
3.42E+07,1.00E-02,4.47E-07,-86.99
3.43E+07,1.00E-02,4.46E-07,-87.01
3.44E+07,1.00E-02,4.45E-07,-87.03
3.44E+07,1.00E-02,4.44E-07,-87.05
3.45E+07,1.00E-02,4.43E-07,-87.07
3.46E+07,1.00E-02,4.42E-07,-87.09
3.47E+07,1.00E-02,4.41E-07,-87.11
3.48E+07,1.00E-02,4.40E-07,-87.13
3.48E+07,1.00E-02,4.39E-07,-87.15
3.49E+07,1.00E-02,4.38E-07,-87.17
3.50E+07,1.00E-02,4.37E-07,-87.19
3.51E+07,1.00E-02,4.36E-07,-87.21
3.52E+07,1.00E-02,4.35E-07,-87.23
3.52E+07,1.00E-02,4.34E-07,-87.25
3.53E+07,1.00E-02,4.33E-07,-87.27
3.54E+07,1.00E-02,4.32E-07,-87.29
3.55E+07,1.00E-02,4.31E-07,-87.31
3.56E+07,1.00E-02,4.30E-07,-87.33
3.57E+07,1.00E-02,4.29E-07,-87.35
3.57E+07,1.00E-02,4.28E-07,-87.37
3.58E+07,1.00E-02,4.27E-07,-87.39
3.59E+07,1.00E-02,4.26E-07,-87.41
3.60E+07,1.00E-02,4.25E-07,-87.43
3.61E+07,1.00E-02,4.24E-07,-87.45
3.61E+07,1.00E-02,4.23E-07,-87.47
3.62E+07,1.00E-02,4.22E-07,-87.49
3.63E+07,1.00E-02,4.21E-07,-87.51
3.64E+07,1.00E-02,4.20E-07,-87.53
3.65E+07,1.00E-02,4.19E-07,-87.55
3.66E+07,1.00E-02,4.18E-07,-87.57
3.66E+07,1.00E-02,4.17E-07,-87.59
3.67E+07,1.00E-02,4.16E-07,-87.61
3.68E+07,1.00E-02,4.15E-07,-87.63
3.69E+07,1.00E-02,4.14E-07,-87.65
3.70E+07,1.00E-02,4.14E-07,-87.67
3.71E+07,1.00E-02,4.13E-07,-87.69
3.72E+07,1.00E-02,4.12E-07,-87.71
3.72E+07,1.00E-02,4.11E-07,-87.73
3.73E+07,1.00E-02,4.10E-07,-87.75
3.74E+07,1.00E-02,4.09E-07,-87.77
3.75E+07,1.00E-02,4.08E-07,-87.79
3.76E+07,1.00E-02,4.07E-07,-87.81
3.77E+07,1.00E-02,4.06E-07,-87.83
3.78E+07,1.00E-02,4.05E-07,-87.85
3.78E+07,1.00E-02,4.04E-07,-87.87
3.79E+07,1.00E-02,4.03E-07,-87.89
3.80E+07,1.00E-02,4.02E-07,-87.91
3.81E+07,1.00E-02,4.01E-07,-87.93
3.82E+07,1.00E-02,4.00E-07,-87.95
3.83E+07,1.00E-02,4.00E-07,-87.97
3.84E+07,1.00E-02,3.99E-07,-87.99
3.85E+07,1.00E-02,3.98E-07,-88.01
3.86E+07,1.00E-02,3.97E-07,-88.03
3.86E+07,1.00E-02,3.96E-07,-88.05
3.87E+07,1.00E-02,3.95E-07,-88.07
3.88E+07,1.00E-02,3.94E-07,-88.09
3.89E+07,1.00E-02,3.93E-07,-88.11
3.90E+07,1.00E-02,3.92E-07,-88.13
3.91E+07,1.00E-02,3.91E-07,-88.15
3.92E+07,1.00E-02,3.90E-07,-88.17
3.93E+07,1.00E-02,3.90E-07,-88.19
3.94E+07,1.00E-02,3.89E-07,-88.21
3.95E+07,1.00E-02,3.88E-07,-88.23
3.95E+07,1.00E-02,3.87E-07,-88.25
3.96E+07,1.00E-02,3.86E-07,-88.27
3.97E+07,1.00E-02,3.85E-07,-88.29
3.98E+07,1.00E-02,3.84E-07,-88.31
3.99E+07,1.00E-02,3.83E-07,-88.33
4.00E+07,1.00E-02,3.82E-07,-88.35
4.01E+07,1.00E-02,3.82E-07,-88.37
4.02E+07,1.00E-02,3.81E-07,-88.39
4.03E+07,1.00E-02,3.80E-07,-88.41
4.04E+07,1.00E-02,3.79E-07,-88.43
4.05E+07,1.00E-02,3.78E-07,-88.45
4.06E+07,1.00E-02,3.77E-07,-88.47
4.06E+07,1.00E-02,3.76E-07,-88.49
4.07E+07,1.00E-02,3.75E-07,-88.51
4.08E+07,1.00E-02,3.75E-07,-88.53
4.09E+07,1.00E-02,3.74E-07,-88.55
4.10E+07,1.00E-02,3.73E-07,-88.57
4.11E+07,1.00E-02,3.72E-07,-88.59
4.12E+07,1.00E-02,3.71E-07,-88.61
4.13E+07,1.00E-02,3.70E-07,-88.63
4.14E+07,1.00E-02,3.69E-07,-88.65
4.15E+07,1.00E-02,3.69E-07,-88.67
4.16E+07,1.00E-02,3.68E-07,-88.69
4.17E+07,1.00E-02,3.67E-07,-88.71
4.18E+07,1.00E-02,3.66E-07,-88.73
4.19E+07,1.00E-02,3.65E-07,-88.75
4.20E+07,1.00E-02,3.64E-07,-88.77
4.21E+07,1.00E-02,3.64E-07,-88.79
4.22E+07,1.00E-02,3.63E-07,-88.81
4.23E+07,1.00E-02,3.62E-07,-88.83
4.24E+07,1.00E-02,3.61E-07,-88.85
4.25E+07,1.00E-02,3.60E-07,-88.87
4.26E+07,1.00E-02,3.59E-07,-88.89
4.27E+07,1.00E-02,3.59E-07,-88.91
4.28E+07,1.00E-02,3.58E-07,-88.93
4.29E+07,1.00E-02,3.57E-07,-88.95
4.30E+07,1.00E-02,3.56E-07,-88.97
4.31E+07,1.00E-02,3.55E-07,-88.99
4.32E+07,1.00E-02,3.54E-07,-89.01
4.33E+07,1.00E-02,3.54E-07,-89.03
4.34E+07,1.00E-02,3.53E-07,-89.05
4.35E+07,1.00E-02,3.52E-07,-89.07
4.36E+07,1.00E-02,3.51E-07,-89.09
4.37E+07,1.00E-02,3.50E-07,-89.11
4.38E+07,1.00E-02,3.50E-07,-89.13
4.39E+07,1.00E-02,3.49E-07,-89.15
4.40E+07,1.00E-02,3.48E-07,-89.17
4.41E+07,1.00E-02,3.47E-07,-89.19
4.42E+07,1.00E-02,3.46E-07,-89.21
4.43E+07,1.00E-02,3.46E-07,-89.23
4.44E+07,1.00E-02,3.45E-07,-89.25
4.45E+07,1.00E-02,3.44E-07,-89.27
4.46E+07,1.00E-02,3.43E-07,-89.29
4.47E+07,1.00E-02,3.42E-07,-89.31
4.48E+07,1.00E-02,3.42E-07,-89.33
4.49E+07,1.00E-02,3.41E-07,-89.35
4.50E+07,1.00E-02,3.40E-07,-89.37
4.51E+07,1.00E-02,3.39E-07,-89.39
4.52E+07,1.00E-02,3.39E-07,-89.41
4.53E+07,1.00E-02,3.38E-07,-89.43
4.54E+07,1.00E-02,3.37E-07,-89.45
4.55E+07,1.00E-02,3.36E-07,-89.47
4.56E+07,1.00E-02,3.35E-07,-89.49
4.57E+07,1.00E-02,3.35E-07,-89.51
4.58E+07,1.00E-02,3.34E-07,-89.53
4.59E+07,1.00E-02,3.33E-07,-89.55
4.60E+07,1.00E-02,3.32E-07,-89.57
4.61E+07,1.00E-02,3.32E-07,-89.59
4.62E+07,1.00E-02,3.31E-07,-89.61
4.63E+07,1.00E-02,3.30E-07,-89.63
4.65E+07,1.00E-02,3.29E-07,-89.65
4.66E+07,1.00E-02,3.29E-07,-89.67
4.67E+07,1.00E-02,3.28E-07,-89.69
4.68E+07,1.00E-02,3.27E-07,-89.71
4.69E+07,1.00E-02,3.26E-07,-89.73
4.70E+07,1.00E-02,3.26E-07,-89.75
4.71E+07,1.00E-02,3.25E-07,-89.77
4.72E+07,1.00E-02,3.24E-07,-89.79
4.73E+07,1.00E-02,3.23E-07,-89.81
4.74E+07,1.00E-02,3.23E-07,-89.83
4.75E+07,1.00E-02,3.22E-07,-89.85
4.76E+07,1.00E-02,3.21E-07,-89.87
4.78E+07,1.00E-02,3.20E-07,-89.89
4.79E+07,1.00E-02,3.20E-07,-89.91
4.80E+07,1.00E-02,3.19E-07,-89.93
4.81E+07,1.00E-02,3.18E-07,-89.95
4.82E+07,1.00E-02,3.17E-07,-89.97
4.83E+07,1.00E-02,3.17E-07,-89.99
4.84E+07,1.00E-02,3.16E-07,-90.01
4.85E+07,1.00E-02,3.15E-07,-90.03
4.86E+07,1.00E-02,3.15E-07,-90.05
4.88E+07,1.00E-02,3.14E-07,-90.07
4.89E+07,1.00E-02,3.13E-07,-90.09
4.90E+07,1.00E-02,3.12E-07,-90.11
4.91E+07,1.00E-02,3.12E-07,-90.13
4.92E+07,1.00E-02,3.11E-07,-90.15
4.93E+07,1.00E-02,3.10E-07,-90.17
4.94E+07,1.00E-02,3.10E-07,-90.19
4.96E+07,1.00E-02,3.09E-07,-90.21
4.97E+07,1.00E-02,3.08E-07,-90.23
4.98E+07,1.00E-02,3.07E-07,-90.25
4.99E+07,1.00E-02,3.07E-07,-90.27
5.00E+07,1.00E-02,3.06E-07,-90.29
5.01E+07,1.00E-02,3.05E-07,-90.31
5.02E+07,1.00E-02,3.05E-07,-90.33
5.04E+07,1.00E-02,3.04E-07,-90.35
5.05E+07,1.00E-02,3.03E-07,-90.37
5.06E+07,1.00E-02,3.03E-07,-90.39
5.07E+07,1.00E-02,3.02E-07,-90.41
5.08E+07,1.00E-02,3.01E-07,-90.43
5.09E+07,1.00E-02,3.00E-07,-90.45
5.11E+07,1.00E-02,3.00E-07,-90.47
5.12E+07,1.00E-02,2.99E-07,-90.49
5.13E+07,1.00E-02,2.98E-07,-90.51
5.14E+07,1.00E-02,2.98E-07,-90.53
5.15E+07,1.00E-02,2.97E-07,-90.55
5.16E+07,1.00E-02,2.96E-07,-90.57
5.18E+07,1.00E-02,2.96E-07,-90.59
5.19E+07,1.00E-02,2.95E-07,-90.61
5.20E+07,1.00E-02,2.94E-07,-90.63
5.21E+07,1.00E-02,2.94E-07,-90.65
5.22E+07,1.00E-02,2.93E-07,-90.67
5.24E+07,1.00E-02,2.92E-07,-90.69
5.25E+07,1.00E-02,2.92E-07,-90.71
5.26E+07,1.00E-02,2.91E-07,-90.73
5.27E+07,1.00E-02,2.90E-07,-90.75
5.28E+07,1.00E-02,2.90E-07,-90.77
5.30E+07,1.00E-02,2.89E-07,-90.79
5.31E+07,1.00E-02,2.88E-07,-90.81
5.32E+07,1.00E-02,2.88E-07,-90.83
5.33E+07,1.00E-02,2.87E-07,-90.85
5.35E+07,1.00E-02,2.86E-07,-90.87
5.36E+07,1.00E-02,2.86E-07,-90.89
5.37E+07,1.00E-02,2.85E-07,-90.9
5.38E+07,1.00E-02,2.84E-07,-90.92
5.40E+07,1.00E-02,2.84E-07,-90.94
5.41E+07,1.00E-02,2.83E-07,-90.96
5.42E+07,1.00E-02,2.82E-07,-90.98
5.43E+07,1.00E-02,2.82E-07,-91
5.45E+07,1.00E-02,2.81E-07,-91.02
5.46E+07,1.00E-02,2.80E-07,-91.04
5.47E+07,1.00E-02,2.80E-07,-91.06
5.48E+07,1.00E-02,2.79E-07,-91.08
5.50E+07,1.00E-02,2.79E-07,-91.1
5.51E+07,1.00E-02,2.78E-07,-91.12
5.52E+07,1.00E-02,2.77E-07,-91.14
5.53E+07,1.00E-02,2.77E-07,-91.16
5.55E+07,1.00E-02,2.76E-07,-91.18
5.56E+07,1.00E-02,2.75E-07,-91.2
5.57E+07,1.00E-02,2.75E-07,-91.22
5.59E+07,1.00E-02,2.74E-07,-91.24
5.60E+07,1.00E-02,2.73E-07,-91.26
5.61E+07,1.00E-02,2.73E-07,-91.28
5.62E+07,1.00E-02,2.72E-07,-91.3
5.64E+07,1.00E-02,2.72E-07,-91.32
5.65E+07,1.00E-02,2.71E-07,-91.34
5.66E+07,1.00E-02,2.70E-07,-91.36
5.68E+07,1.00E-02,2.70E-07,-91.38
5.69E+07,1.00E-02,2.69E-07,-91.4
5.70E+07,1.00E-02,2.68E-07,-91.42
5.72E+07,1.00E-02,2.68E-07,-91.44
5.73E+07,1.00E-02,2.67E-07,-91.46
5.74E+07,1.00E-02,2.67E-07,-91.48
5.75E+07,1.00E-02,2.66E-07,-91.5
5.77E+07,1.00E-02,2.65E-07,-91.52
5.78E+07,1.00E-02,2.65E-07,-91.54
5.79E+07,1.00E-02,2.64E-07,-91.56
5.81E+07,1.00E-02,2.64E-07,-91.58
5.82E+07,1.00E-02,2.63E-07,-91.6
5.83E+07,1.00E-02,2.62E-07,-91.62
5.85E+07,1.00E-02,2.62E-07,-91.64
5.86E+07,1.00E-02,2.61E-07,-91.66
5.88E+07,1.00E-02,2.61E-07,-91.68
5.89E+07,1.00E-02,2.60E-07,-91.7
5.90E+07,1.00E-02,2.59E-07,-91.72
5.92E+07,1.00E-02,2.59E-07,-91.74
5.93E+07,1.00E-02,2.58E-07,-91.76
5.94E+07,1.00E-02,2.58E-07,-91.78
5.96E+07,1.00E-02,2.57E-07,-91.8
5.97E+07,1.00E-02,2.56E-07,-91.82
5.98E+07,1.00E-02,2.56E-07,-91.84
6.00E+07,1.00E-02,2.55E-07,-91.86
6.01E+07,1.00E-02,2.55E-07,-91.88
6.03E+07,1.00E-02,2.54E-07,-91.9
6.04E+07,1.00E-02,2.54E-07,-91.92
6.05E+07,1.00E-02,2.53E-07,-91.94
6.07E+07,1.00E-02,2.52E-07,-91.96
6.08E+07,1.00E-02,2.52E-07,-91.98
6.10E+07,1.00E-02,2.51E-07,-92
6.11E+07,1.00E-02,2.51E-07,-92.02
6.12E+07,1.00E-02,2.50E-07,-92.04
6.14E+07,1.00E-02,2.49E-07,-92.06
6.15E+07,1.00E-02,2.49E-07,-92.08
6.17E+07,1.00E-02,2.48E-07,-92.1
6.18E+07,1.00E-02,2.48E-07,-92.12
6.19E+07,1.00E-02,2.47E-07,-92.14
6.21E+07,1.00E-02,2.47E-07,-92.16
6.22E+07,1.00E-02,2.46E-07,-92.18
6.24E+07,1.00E-02,2.45E-07,-92.2
6.25E+07,1.00E-02,2.45E-07,-92.22
6.27E+07,1.00E-02,2.44E-07,-92.24
6.28E+07,1.00E-02,2.44E-07,-92.26
6.30E+07,1.00E-02,2.43E-07,-92.28
