freq (Hz),Vline (V),Vout (V),"dB20((VF(""/Vout"") / VF(""/Vline""))) (dB)"
1.36E+05,1.00E-02,4.31E-05,-47.31
1.37E+05,1.00E-02,4.32E-05,-47.28
1.37E+05,1.00E-02,4.34E-05,-47.25
1.37E+05,1.00E-02,4.35E-05,-47.23
1.37E+05,1.00E-02,4.37E-05,-47.2
1.38E+05,1.00E-02,4.38E-05,-47.17
1.38E+05,1.00E-02,4.39E-05,-47.14
1.38E+05,1.00E-02,4.41E-05,-47.11
1.39E+05,1.00E-02,4.42E-05,-47.09
1.39E+05,1.00E-02,4.44E-05,-47.06
1.39E+05,1.00E-02,4.45E-05,-47.03
1.40E+05,1.00E-02,4.47E-05,-47
1.40E+05,1.00E-02,4.48E-05,-46.97
1.40E+05,1.00E-02,4.50E-05,-46.94
1.41E+05,1.00E-02,4.51E-05,-46.91
1.41E+05,1.00E-02,4.53E-05,-46.89
1.41E+05,1.00E-02,4.54E-05,-46.86
1.42E+05,1.00E-02,4.56E-05,-46.83
1.42E+05,1.00E-02,4.57E-05,-46.8
1.42E+05,1.00E-02,4.59E-05,-46.77
1.43E+05,1.00E-02,4.60E-05,-46.74
1.43E+05,1.00E-02,4.62E-05,-46.71
1.43E+05,1.00E-02,4.63E-05,-46.68
1.44E+05,1.00E-02,4.65E-05,-46.65
1.44E+05,1.00E-02,4.67E-05,-46.62
1.44E+05,1.00E-02,4.68E-05,-46.59
1.45E+05,1.00E-02,4.70E-05,-46.56
1.45E+05,1.00E-02,4.71E-05,-46.53
1.45E+05,1.00E-02,4.73E-05,-46.5
1.46E+05,1.00E-02,4.75E-05,-46.47
1.46E+05,1.00E-02,4.76E-05,-46.44
1.46E+05,1.00E-02,4.78E-05,-46.41
1.47E+05,1.00E-02,4.80E-05,-46.38
1.47E+05,1.00E-02,4.81E-05,-46.35
1.47E+05,1.00E-02,4.83E-05,-46.32
1.48E+05,1.00E-02,4.85E-05,-46.29
1.48E+05,1.00E-02,4.86E-05,-46.26
1.48E+05,1.00E-02,4.88E-05,-46.23
1.49E+05,1.00E-02,4.90E-05,-46.2
1.49E+05,1.00E-02,4.91E-05,-46.17
1.49E+05,1.00E-02,4.93E-05,-46.14
1.50E+05,1.00E-02,4.95E-05,-46.11
1.50E+05,1.00E-02,4.97E-05,-46.08
1.50E+05,1.00E-02,4.98E-05,-46.05
1.51E+05,1.00E-02,5.00E-05,-46.02
1.51E+05,1.00E-02,5.02E-05,-45.99
1.51E+05,1.00E-02,5.04E-05,-45.96
1.52E+05,1.00E-02,5.06E-05,-45.92
1.52E+05,1.00E-02,5.07E-05,-45.89
1.52E+05,1.00E-02,5.09E-05,-45.86
1.53E+05,1.00E-02,5.11E-05,-45.83
1.53E+05,1.00E-02,5.13E-05,-45.8
1.54E+05,1.00E-02,5.15E-05,-45.77
1.54E+05,1.00E-02,5.17E-05,-45.74
1.54E+05,1.00E-02,5.19E-05,-45.7
1.55E+05,1.00E-02,5.21E-05,-45.67
1.55E+05,1.00E-02,5.22E-05,-45.64
1.55E+05,1.00E-02,5.24E-05,-45.61
1.56E+05,1.00E-02,5.26E-05,-45.58
1.56E+05,1.00E-02,5.28E-05,-45.54
1.56E+05,1.00E-02,5.30E-05,-45.51
1.57E+05,1.00E-02,5.32E-05,-45.48
1.57E+05,1.00E-02,5.34E-05,-45.45
1.57E+05,1.00E-02,5.36E-05,-45.41
1.58E+05,1.00E-02,5.38E-05,-45.38
1.58E+05,1.00E-02,5.40E-05,-45.35
1.59E+05,1.00E-02,5.42E-05,-45.32
1.59E+05,1.00E-02,5.44E-05,-45.28
1.59E+05,1.00E-02,5.46E-05,-45.25
1.60E+05,1.00E-02,5.48E-05,-45.22
1.60E+05,1.00E-02,5.50E-05,-45.19
1.60E+05,1.00E-02,5.53E-05,-45.15
1.61E+05,1.00E-02,5.55E-05,-45.12
1.61E+05,1.00E-02,5.57E-05,-45.09
1.61E+05,1.00E-02,5.59E-05,-45.05
1.62E+05,1.00E-02,5.61E-05,-45.02
1.62E+05,1.00E-02,5.63E-05,-44.99
1.63E+05,1.00E-02,5.65E-05,-44.95
1.63E+05,1.00E-02,5.68E-05,-44.92
1.63E+05,1.00E-02,5.70E-05,-44.89
1.64E+05,1.00E-02,5.72E-05,-44.85
1.64E+05,1.00E-02,5.74E-05,-44.82
1.64E+05,1.00E-02,5.77E-05,-44.78
1.65E+05,1.00E-02,5.79E-05,-44.75
1.65E+05,1.00E-02,5.81E-05,-44.72
1.66E+05,1.00E-02,5.83E-05,-44.68
1.66E+05,1.00E-02,5.86E-05,-44.65
1.66E+05,1.00E-02,5.88E-05,-44.61
1.67E+05,1.00E-02,5.90E-05,-44.58
1.67E+05,1.00E-02,5.93E-05,-44.54
1.68E+05,1.00E-02,5.95E-05,-44.51
1.68E+05,1.00E-02,5.97E-05,-44.47
1.68E+05,1.00E-02,6.00E-05,-44.44
1.69E+05,1.00E-02,6.02E-05,-44.4
1.69E+05,1.00E-02,6.05E-05,-44.37
1.69E+05,1.00E-02,6.07E-05,-44.33
1.70E+05,1.00E-02,6.10E-05,-44.3
1.70E+05,1.00E-02,6.12E-05,-44.26
1.71E+05,1.00E-02,6.15E-05,-44.23
1.71E+05,1.00E-02,6.17E-05,-44.19
1.71E+05,1.00E-02,6.20E-05,-44.16
1.72E+05,1.00E-02,6.22E-05,-44.12
1.72E+05,1.00E-02,6.25E-05,-44.09
1.73E+05,1.00E-02,6.27E-05,-44.05
1.73E+05,1.00E-02,6.30E-05,-44.02
1.73E+05,1.00E-02,6.32E-05,-43.98
1.74E+05,1.00E-02,6.35E-05,-43.94
1.74E+05,1.00E-02,6.38E-05,-43.91
1.75E+05,1.00E-02,6.40E-05,-43.87
1.75E+05,1.00E-02,6.43E-05,-43.84
1.75E+05,1.00E-02,6.46E-05,-43.8
1.76E+05,1.00E-02,6.48E-05,-43.76
1.76E+05,1.00E-02,6.51E-05,-43.73
1.77E+05,1.00E-02,6.54E-05,-43.69
1.77E+05,1.00E-02,6.57E-05,-43.65
1.77E+05,1.00E-02,6.59E-05,-43.62
1.78E+05,1.00E-02,6.62E-05,-43.58
1.78E+05,1.00E-02,6.65E-05,-43.54
1.79E+05,1.00E-02,6.68E-05,-43.51
1.79E+05,1.00E-02,6.71E-05,-43.47
1.80E+05,1.00E-02,6.74E-05,-43.43
1.80E+05,1.00E-02,6.76E-05,-43.4
1.80E+05,1.00E-02,6.79E-05,-43.36
1.81E+05,1.00E-02,6.82E-05,-43.32
1.81E+05,1.00E-02,6.85E-05,-43.29
1.82E+05,1.00E-02,6.88E-05,-43.25
1.82E+05,1.00E-02,6.91E-05,-43.21
1.82E+05,1.00E-02,6.94E-05,-43.17
1.83E+05,1.00E-02,6.97E-05,-43.14
1.83E+05,1.00E-02,7.00E-05,-43.1
1.84E+05,1.00E-02,7.03E-05,-43.06
1.84E+05,1.00E-02,7.06E-05,-43.02
1.85E+05,1.00E-02,7.09E-05,-42.98
1.85E+05,1.00E-02,7.12E-05,-42.95
1.85E+05,1.00E-02,7.15E-05,-42.91
1.86E+05,1.00E-02,7.19E-05,-42.87
1.86E+05,1.00E-02,7.22E-05,-42.83
1.87E+05,1.00E-02,7.25E-05,-42.79
1.87E+05,1.00E-02,7.28E-05,-42.76
1.88E+05,1.00E-02,7.31E-05,-42.72
1.88E+05,1.00E-02,7.35E-05,-42.68
1.88E+05,1.00E-02,7.38E-05,-42.64
1.89E+05,1.00E-02,7.41E-05,-42.6
1.89E+05,1.00E-02,7.44E-05,-42.57
1.90E+05,1.00E-02,7.48E-05,-42.53
1.90E+05,1.00E-02,7.51E-05,-42.49
1.91E+05,1.00E-02,7.54E-05,-42.45
1.91E+05,1.00E-02,7.58E-05,-42.41
1.91E+05,1.00E-02,7.61E-05,-42.37
1.92E+05,1.00E-02,7.64E-05,-42.33
1.92E+05,1.00E-02,7.68E-05,-42.29
1.93E+05,1.00E-02,7.71E-05,-42.26
1.93E+05,1.00E-02,7.75E-05,-42.22
1.94E+05,1.00E-02,7.78E-05,-42.18
1.94E+05,1.00E-02,7.82E-05,-42.14
1.95E+05,1.00E-02,7.85E-05,-42.1
1.95E+05,1.00E-02,7.89E-05,-42.06
1.95E+05,1.00E-02,7.92E-05,-42.02
1.96E+05,1.00E-02,7.96E-05,-41.98
1.96E+05,1.00E-02,7.99E-05,-41.94
1.97E+05,1.00E-02,8.03E-05,-41.91
1.97E+05,1.00E-02,8.07E-05,-41.87
1.98E+05,1.00E-02,8.10E-05,-41.83
1.98E+05,1.00E-02,8.14E-05,-41.79
1.99E+05,1.00E-02,8.18E-05,-41.75
1.99E+05,1.00E-02,8.21E-05,-41.71
2.00E+05,1.00E-02,8.25E-05,-41.67
2.00E+05,1.00E-02,8.29E-05,-41.63
2.00E+05,1.00E-02,8.33E-05,-41.59
2.01E+05,1.00E-02,8.36E-05,-41.55
2.01E+05,1.00E-02,8.40E-05,-41.51
2.02E+05,1.00E-02,8.44E-05,-41.47
2.02E+05,1.00E-02,8.48E-05,-41.44
2.03E+05,1.00E-02,8.52E-05,-41.4
2.03E+05,1.00E-02,8.55E-05,-41.36
2.04E+05,1.00E-02,8.59E-05,-41.32
2.04E+05,1.00E-02,8.63E-05,-41.28
2.05E+05,1.00E-02,8.67E-05,-41.24
2.05E+05,1.00E-02,8.71E-05,-41.2
2.06E+05,1.00E-02,8.75E-05,-41.16
2.06E+05,1.00E-02,8.79E-05,-41.12
2.07E+05,1.00E-02,8.83E-05,-41.08
2.07E+05,1.00E-02,8.87E-05,-41.05
2.08E+05,1.00E-02,8.91E-05,-41.01
2.08E+05,1.00E-02,8.95E-05,-40.97
2.08E+05,1.00E-02,8.99E-05,-40.93
2.09E+05,1.00E-02,9.03E-05,-40.89
2.09E+05,1.00E-02,9.07E-05,-40.85
2.10E+05,1.00E-02,9.11E-05,-40.81
2.10E+05,1.00E-02,9.15E-05,-40.78
2.11E+05,1.00E-02,9.19E-05,-40.74
2.11E+05,1.00E-02,9.23E-05,-40.7
2.12E+05,1.00E-02,9.27E-05,-40.66
2.12E+05,1.00E-02,9.31E-05,-40.62
2.13E+05,1.00E-02,9.35E-05,-40.59
2.13E+05,1.00E-02,9.39E-05,-40.55
2.14E+05,1.00E-02,9.43E-05,-40.51
2.14E+05,1.00E-02,9.47E-05,-40.47
2.15E+05,1.00E-02,9.51E-05,-40.44
2.15E+05,1.00E-02,9.55E-05,-40.4
2.16E+05,1.00E-02,9.59E-05,-40.36
2.16E+05,1.00E-02,9.63E-05,-40.32
2.17E+05,1.00E-02,9.67E-05,-40.29
2.17E+05,1.00E-02,9.72E-05,-40.25
2.18E+05,1.00E-02,9.76E-05,-40.21
2.18E+05,1.00E-02,9.80E-05,-40.18
2.19E+05,1.00E-02,9.84E-05,-40.14
2.19E+05,1.00E-02,9.88E-05,-40.11
2.20E+05,1.00E-02,9.92E-05,-40.07
2.20E+05,1.00E-02,9.96E-05,-40.03
2.21E+05,1.00E-02,1.00E-04,-40
2.21E+05,1.00E-02,1.00E-04,-39.96
2.22E+05,1.00E-02,1.01E-04,-39.93
2.22E+05,1.00E-02,1.01E-04,-39.89
2.23E+05,1.00E-02,1.02E-04,-39.86
2.23E+05,1.00E-02,1.02E-04,-39.83
2.24E+05,1.00E-02,1.02E-04,-39.79
2.24E+05,1.00E-02,1.03E-04,-39.76
2.25E+05,1.00E-02,1.03E-04,-39.73
2.25E+05,1.00E-02,1.04E-04,-39.69
2.26E+05,1.00E-02,1.04E-04,-39.66
2.27E+05,1.00E-02,1.04E-04,-39.63
2.27E+05,1.00E-02,1.05E-04,-39.59
2.28E+05,1.00E-02,1.05E-04,-39.56
2.28E+05,1.00E-02,1.06E-04,-39.53
2.29E+05,1.00E-02,1.06E-04,-39.5
2.29E+05,1.00E-02,1.06E-04,-39.47
2.30E+05,1.00E-02,1.07E-04,-39.44
2.30E+05,1.00E-02,1.07E-04,-39.41
2.31E+05,1.00E-02,1.07E-04,-39.38
2.31E+05,1.00E-02,1.08E-04,-39.35
2.32E+05,1.00E-02,1.08E-04,-39.32
2.32E+05,1.00E-02,1.09E-04,-39.29
2.33E+05,1.00E-02,1.09E-04,-39.26
2.33E+05,1.00E-02,1.09E-04,-39.23
2.34E+05,1.00E-02,1.10E-04,-39.21
2.34E+05,1.00E-02,1.10E-04,-39.18
2.35E+05,1.00E-02,1.10E-04,-39.15
2.36E+05,1.00E-02,1.11E-04,-39.13
2.36E+05,1.00E-02,1.11E-04,-39.1
2.37E+05,1.00E-02,1.11E-04,-39.08
2.37E+05,1.00E-02,1.12E-04,-39.05
2.38E+05,1.00E-02,1.12E-04,-39.03
2.38E+05,1.00E-02,1.12E-04,-39
2.39E+05,1.00E-02,1.13E-04,-38.98
2.39E+05,1.00E-02,1.13E-04,-38.96
2.40E+05,1.00E-02,1.13E-04,-38.93
2.40E+05,1.00E-02,1.13E-04,-38.91
2.41E+05,1.00E-02,1.14E-04,-38.89
2.42E+05,1.00E-02,1.14E-04,-38.87
2.42E+05,1.00E-02,1.14E-04,-38.85
2.43E+05,1.00E-02,1.14E-04,-38.83
2.43E+05,1.00E-02,1.15E-04,-38.81
2.44E+05,1.00E-02,1.15E-04,-38.79
2.44E+05,1.00E-02,1.15E-04,-38.78
2.45E+05,1.00E-02,1.15E-04,-38.76
2.46E+05,1.00E-02,1.16E-04,-38.74
2.46E+05,1.00E-02,1.16E-04,-38.73
2.47E+05,1.00E-02,1.16E-04,-38.71
2.47E+05,1.00E-02,1.16E-04,-38.7
2.48E+05,1.00E-02,1.16E-04,-38.68
2.48E+05,1.00E-02,1.17E-04,-38.67
2.49E+05,1.00E-02,1.17E-04,-38.65
2.50E+05,1.00E-02,1.17E-04,-38.64
2.50E+05,1.00E-02,1.17E-04,-38.63
2.51E+05,1.00E-02,1.17E-04,-38.62
2.51E+05,1.00E-02,1.17E-04,-38.61
2.52E+05,1.00E-02,1.18E-04,-38.6
2.52E+05,1.00E-02,1.18E-04,-38.59
2.53E+05,1.00E-02,1.18E-04,-38.58
2.54E+05,1.00E-02,1.18E-04,-38.58
2.54E+05,1.00E-02,1.18E-04,-38.57
2.55E+05,1.00E-02,1.18E-04,-38.56
2.55E+05,1.00E-02,1.18E-04,-38.56
2.56E+05,1.00E-02,1.18E-04,-38.55
2.56E+05,1.00E-02,1.18E-04,-38.55
2.57E+05,1.00E-02,1.18E-04,-38.54
2.58E+05,1.00E-02,1.18E-04,-38.54
2.58E+05,1.00E-02,1.18E-04,-38.54
2.59E+05,1.00E-02,1.18E-04,-38.54
2.59E+05,1.00E-02,1.18E-04,-38.54
2.60E+05,1.00E-02,1.18E-04,-38.54
2.61E+05,1.00E-02,1.18E-04,-38.54
2.61E+05,1.00E-02,1.18E-04,-38.54
2.62E+05,1.00E-02,1.18E-04,-38.54
2.62E+05,1.00E-02,1.18E-04,-38.55
2.63E+05,1.00E-02,1.18E-04,-38.55
2.64E+05,1.00E-02,1.18E-04,-38.55
2.64E+05,1.00E-02,1.18E-04,-38.56
2.65E+05,1.00E-02,1.18E-04,-38.56
2.66E+05,1.00E-02,1.18E-04,-38.57
2.66E+05,1.00E-02,1.18E-04,-38.58
2.67E+05,1.00E-02,1.18E-04,-38.59
2.67E+05,1.00E-02,1.18E-04,-38.59
2.68E+05,1.00E-02,1.17E-04,-38.6
2.69E+05,1.00E-02,1.17E-04,-38.61
2.69E+05,1.00E-02,1.17E-04,-38.62
2.70E+05,1.00E-02,1.17E-04,-38.64
2.70E+05,1.00E-02,1.17E-04,-38.65
2.71E+05,1.00E-02,1.17E-04,-38.66
2.72E+05,1.00E-02,1.17E-04,-38.67
2.72E+05,1.00E-02,1.16E-04,-38.69
2.73E+05,1.00E-02,1.16E-04,-38.7
2.74E+05,1.00E-02,1.16E-04,-38.72
2.74E+05,1.00E-02,1.16E-04,-38.73
2.75E+05,1.00E-02,1.16E-04,-38.75
2.75E+05,1.00E-02,1.15E-04,-38.77
2.76E+05,1.00E-02,1.15E-04,-38.78
2.77E+05,1.00E-02,1.15E-04,-38.8
2.77E+05,1.00E-02,1.15E-04,-38.82
2.78E+05,1.00E-02,1.14E-04,-38.84
2.79E+05,1.00E-02,1.14E-04,-38.86
2.79E+05,1.00E-02,1.14E-04,-38.88
2.80E+05,1.00E-02,1.14E-04,-38.9
2.81E+05,1.00E-02,1.13E-04,-38.93
2.81E+05,1.00E-02,1.13E-04,-38.95
2.82E+05,1.00E-02,1.13E-04,-38.97
2.83E+05,1.00E-02,1.12E-04,-38.99
2.83E+05,1.00E-02,1.12E-04,-39.02
2.84E+05,1.00E-02,1.12E-04,-39.04
2.84E+05,1.00E-02,1.11E-04,-39.07
2.85E+05,1.00E-02,1.11E-04,-39.09
2.86E+05,1.00E-02,1.11E-04,-39.12
2.86E+05,1.00E-02,1.10E-04,-39.15
2.87E+05,1.00E-02,1.10E-04,-39.17
2.88E+05,1.00E-02,1.10E-04,-39.2
2.88E+05,1.00E-02,1.09E-04,-39.23
2.89E+05,1.00E-02,1.09E-04,-39.26
2.90E+05,1.00E-02,1.09E-04,-39.29
2.90E+05,1.00E-02,1.08E-04,-39.32
2.91E+05,1.00E-02,1.08E-04,-39.34
2.92E+05,1.00E-02,1.08E-04,-39.38
2.92E+05,1.00E-02,1.07E-04,-39.41
2.93E+05,1.00E-02,1.07E-04,-39.44
2.94E+05,1.00E-02,1.06E-04,-39.47
2.94E+05,1.00E-02,1.06E-04,-39.5
2.95E+05,1.00E-02,1.06E-04,-39.53
2.96E+05,1.00E-02,1.05E-04,-39.56
2.97E+05,1.00E-02,1.05E-04,-39.6
2.97E+05,1.00E-02,1.04E-04,-39.63
2.98E+05,1.00E-02,1.04E-04,-39.66
2.99E+05,1.00E-02,1.04E-04,-39.7
2.99E+05,1.00E-02,1.03E-04,-39.73
3.00E+05,1.00E-02,1.03E-04,-39.77
3.01E+05,1.00E-02,1.02E-04,-39.8
3.01E+05,1.00E-02,1.02E-04,-39.84
3.02E+05,1.00E-02,1.02E-04,-39.87
3.03E+05,1.00E-02,1.01E-04,-39.91
3.03E+05,1.00E-02,1.01E-04,-39.94
3.04E+05,1.00E-02,1.00E-04,-39.98
3.05E+05,1.00E-02,9.98E-05,-40.01
3.06E+05,1.00E-02,9.94E-05,-40.05
3.06E+05,1.00E-02,9.90E-05,-40.09
3.07E+05,1.00E-02,9.86E-05,-40.12
3.08E+05,1.00E-02,9.82E-05,-40.16
3.08E+05,1.00E-02,9.77E-05,-40.2
3.09E+05,1.00E-02,9.73E-05,-40.24
3.10E+05,1.00E-02,9.69E-05,-40.27
3.11E+05,1.00E-02,9.65E-05,-40.31
3.11E+05,1.00E-02,9.60E-05,-40.35
3.12E+05,1.00E-02,9.56E-05,-40.39
3.13E+05,1.00E-02,9.52E-05,-40.43
3.13E+05,1.00E-02,9.48E-05,-40.47
3.14E+05,1.00E-02,9.43E-05,-40.51
3.15E+05,1.00E-02,9.39E-05,-40.54
3.16E+05,1.00E-02,9.35E-05,-40.58
3.16E+05,1.00E-02,9.31E-05,-40.62
3.17E+05,1.00E-02,9.27E-05,-40.66
3.18E+05,1.00E-02,9.22E-05,-40.7
3.18E+05,1.00E-02,9.18E-05,-40.74
3.19E+05,1.00E-02,9.14E-05,-40.78
3.20E+05,1.00E-02,9.10E-05,-40.82
3.21E+05,1.00E-02,9.06E-05,-40.86
3.21E+05,1.00E-02,9.01E-05,-40.9
3.22E+05,1.00E-02,8.97E-05,-40.94
3.23E+05,1.00E-02,8.93E-05,-40.98
3.24E+05,1.00E-02,8.89E-05,-41.02
3.24E+05,1.00E-02,8.85E-05,-41.06
3.25E+05,1.00E-02,8.81E-05,-41.1
3.26E+05,1.00E-02,8.77E-05,-41.15
3.27E+05,1.00E-02,8.72E-05,-41.19
3.27E+05,1.00E-02,8.68E-05,-41.23
3.28E+05,1.00E-02,8.64E-05,-41.27
3.29E+05,1.00E-02,8.60E-05,-41.31
3.30E+05,1.00E-02,8.56E-05,-41.35
3.30E+05,1.00E-02,8.52E-05,-41.39
3.31E+05,1.00E-02,8.48E-05,-41.43
3.32E+05,1.00E-02,8.44E-05,-41.47
3.33E+05,1.00E-02,8.40E-05,-41.51
3.33E+05,1.00E-02,8.36E-05,-41.55
3.34E+05,1.00E-02,8.32E-05,-41.6
3.35E+05,1.00E-02,8.28E-05,-41.64
3.36E+05,1.00E-02,8.24E-05,-41.68
3.37E+05,1.00E-02,8.20E-05,-41.72
3.37E+05,1.00E-02,8.17E-05,-41.76
3.38E+05,1.00E-02,8.13E-05,-41.8
3.39E+05,1.00E-02,8.09E-05,-41.84
3.40E+05,1.00E-02,8.05E-05,-41.88
3.40E+05,1.00E-02,8.01E-05,-41.93
3.41E+05,1.00E-02,7.97E-05,-41.97
3.42E+05,1.00E-02,7.94E-05,-42.01
3.43E+05,1.00E-02,7.90E-05,-42.05
3.44E+05,1.00E-02,7.86E-05,-42.09
3.44E+05,1.00E-02,7.82E-05,-42.13
3.45E+05,1.00E-02,7.79E-05,-42.17
3.46E+05,1.00E-02,7.75E-05,-42.21
3.47E+05,1.00E-02,7.71E-05,-42.26
3.48E+05,1.00E-02,7.68E-05,-42.3
3.48E+05,1.00E-02,7.64E-05,-42.34
3.49E+05,1.00E-02,7.60E-05,-42.38
3.50E+05,1.00E-02,7.57E-05,-42.42
3.51E+05,1.00E-02,7.53E-05,-42.46
3.52E+05,1.00E-02,7.50E-05,-42.5
3.52E+05,1.00E-02,7.46E-05,-42.54
3.53E+05,1.00E-02,7.43E-05,-42.58
3.54E+05,1.00E-02,7.39E-05,-42.63
3.55E+05,1.00E-02,7.36E-05,-42.67
3.56E+05,1.00E-02,7.32E-05,-42.71
3.57E+05,1.00E-02,7.29E-05,-42.75
3.57E+05,1.00E-02,7.25E-05,-42.79
3.58E+05,1.00E-02,7.22E-05,-42.83
3.59E+05,1.00E-02,7.19E-05,-42.87
3.60E+05,1.00E-02,7.15E-05,-42.91
3.61E+05,1.00E-02,7.12E-05,-42.95
3.61E+05,1.00E-02,7.09E-05,-42.99
3.62E+05,1.00E-02,7.05E-05,-43.03
3.63E+05,1.00E-02,7.02E-05,-43.07
3.64E+05,1.00E-02,6.99E-05,-43.11
3.65E+05,1.00E-02,6.96E-05,-43.15
3.66E+05,1.00E-02,6.92E-05,-43.19
3.66E+05,1.00E-02,6.89E-05,-43.23
3.67E+05,1.00E-02,6.86E-05,-43.27
3.68E+05,1.00E-02,6.83E-05,-43.31
3.69E+05,1.00E-02,6.80E-05,-43.35
3.70E+05,1.00E-02,6.77E-05,-43.39
3.71E+05,1.00E-02,6.73E-05,-43.43
3.72E+05,1.00E-02,6.70E-05,-43.47
3.72E+05,1.00E-02,6.67E-05,-43.51
3.73E+05,1.00E-02,6.64E-05,-43.55
3.74E+05,1.00E-02,6.61E-05,-43.59
3.75E+05,1.00E-02,6.58E-05,-43.63
3.76E+05,1.00E-02,6.55E-05,-43.67
3.77E+05,1.00E-02,6.52E-05,-43.71
3.78E+05,1.00E-02,6.49E-05,-43.75
3.78E+05,1.00E-02,6.46E-05,-43.79
3.79E+05,1.00E-02,6.44E-05,-43.83
3.80E+05,1.00E-02,6.41E-05,-43.87
3.81E+05,1.00E-02,6.38E-05,-43.91
3.82E+05,1.00E-02,6.35E-05,-43.95
3.83E+05,1.00E-02,6.32E-05,-43.99
3.84E+05,1.00E-02,6.29E-05,-44.02
3.85E+05,1.00E-02,6.26E-05,-44.06
3.86E+05,1.00E-02,6.24E-05,-44.1
3.86E+05,1.00E-02,6.21E-05,-44.14
3.87E+05,1.00E-02,6.18E-05,-44.18
3.88E+05,1.00E-02,6.15E-05,-44.22
3.89E+05,1.00E-02,6.13E-05,-44.26
3.90E+05,1.00E-02,6.10E-05,-44.3
3.91E+05,1.00E-02,6.07E-05,-44.33
3.92E+05,1.00E-02,6.05E-05,-44.37
3.93E+05,1.00E-02,6.02E-05,-44.41
3.94E+05,1.00E-02,5.99E-05,-44.45
3.95E+05,1.00E-02,5.97E-05,-44.49
3.95E+05,1.00E-02,5.94E-05,-44.52
3.96E+05,1.00E-02,5.91E-05,-44.56
3.97E+05,1.00E-02,5.89E-05,-44.6
3.98E+05,1.00E-02,5.86E-05,-44.64
3.99E+05,1.00E-02,5.84E-05,-44.68
4.00E+05,1.00E-02,5.81E-05,-44.71
4.01E+05,1.00E-02,5.79E-05,-44.75
4.02E+05,1.00E-02,5.76E-05,-44.79
4.03E+05,1.00E-02,5.74E-05,-44.83
4.04E+05,1.00E-02,5.71E-05,-44.86
4.05E+05,1.00E-02,5.69E-05,-44.9
4.06E+05,1.00E-02,5.66E-05,-44.94
4.06E+05,1.00E-02,5.64E-05,-44.97
4.07E+05,1.00E-02,5.62E-05,-45.01
4.08E+05,1.00E-02,5.59E-05,-45.05
4.09E+05,1.00E-02,5.57E-05,-45.09
4.10E+05,1.00E-02,5.55E-05,-45.12
4.11E+05,1.00E-02,5.52E-05,-45.16
4.12E+05,1.00E-02,5.50E-05,-45.2
4.13E+05,1.00E-02,5.48E-05,-45.23
4.14E+05,1.00E-02,5.45E-05,-45.27
4.15E+05,1.00E-02,5.43E-05,-45.31
4.16E+05,1.00E-02,5.41E-05,-45.34
4.17E+05,1.00E-02,5.38E-05,-45.38
4.18E+05,1.00E-02,5.36E-05,-45.41
4.19E+05,1.00E-02,5.34E-05,-45.45
4.20E+05,1.00E-02,5.32E-05,-45.49
4.21E+05,1.00E-02,5.30E-05,-45.52
4.22E+05,1.00E-02,5.27E-05,-45.56
4.23E+05,1.00E-02,5.25E-05,-45.59
4.24E+05,1.00E-02,5.23E-05,-45.63
4.25E+05,1.00E-02,5.21E-05,-45.67
4.26E+05,1.00E-02,5.19E-05,-45.7
4.27E+05,1.00E-02,5.17E-05,-45.74
4.28E+05,1.00E-02,5.15E-05,-45.77
4.29E+05,1.00E-02,5.12E-05,-45.81
4.30E+05,1.00E-02,5.10E-05,-45.84
4.31E+05,1.00E-02,5.08E-05,-45.88
4.32E+05,1.00E-02,5.06E-05,-45.91
4.33E+05,1.00E-02,5.04E-05,-45.95
4.34E+05,1.00E-02,5.02E-05,-45.98
4.35E+05,1.00E-02,5.00E-05,-46.02
4.36E+05,1.00E-02,4.98E-05,-46.05
4.37E+05,1.00E-02,4.96E-05,-46.09
4.38E+05,1.00E-02,4.94E-05,-46.12
4.39E+05,1.00E-02,4.92E-05,-46.16
4.40E+05,1.00E-02,4.90E-05,-46.19
4.41E+05,1.00E-02,4.88E-05,-46.23
4.42E+05,1.00E-02,4.86E-05,-46.26
4.43E+05,1.00E-02,4.84E-05,-46.3
4.44E+05,1.00E-02,4.83E-05,-46.33
4.45E+05,1.00E-02,4.81E-05,-46.37
4.46E+05,1.00E-02,4.79E-05,-46.4
4.47E+05,1.00E-02,4.77E-05,-46.43
4.48E+05,1.00E-02,4.75E-05,-46.47
4.49E+05,1.00E-02,4.73E-05,-46.5
4.50E+05,1.00E-02,4.71E-05,-46.54
4.51E+05,1.00E-02,4.69E-05,-46.57
4.52E+05,1.00E-02,4.68E-05,-46.6
4.53E+05,1.00E-02,4.66E-05,-46.64
4.54E+05,1.00E-02,4.64E-05,-46.67
4.55E+05,1.00E-02,4.62E-05,-46.7
4.56E+05,1.00E-02,4.60E-05,-46.74
4.57E+05,1.00E-02,4.59E-05,-46.77
4.58E+05,1.00E-02,4.57E-05,-46.8
4.59E+05,1.00E-02,4.55E-05,-46.84
4.60E+05,1.00E-02,4.53E-05,-46.87
4.61E+05,1.00E-02,4.52E-05,-46.9
4.62E+05,1.00E-02,4.50E-05,-46.94
4.63E+05,1.00E-02,4.48E-05,-46.97
4.65E+05,1.00E-02,4.47E-05,-47
4.66E+05,1.00E-02,4.45E-05,-47.04
4.67E+05,1.00E-02,4.43E-05,-47.07
